i_idx,j_idx,i_id,j_id,arm_i,arm_j,theta_rad,theta_deg,L_nm,D_nm,P,Psecond,Pmax_over_Psecond
256,283,257,284,1,0,1.8354350058924425,105.16267940820634,9.525137000438678,8.243303064872581,0.1930644774787824,0.0,inf
377,470,378,471,1,0,0.9190377805134919,52.65698603649358,21.353630490061217,20.61002800024439,0.19152074502223676,0.11606723645490798,1.6500844757912574
3,397,4,398,1,0,0.4852268811522405,27.801452396319373,27.00797951237869,26.74380414949872,0.19027136246843632,0.14206983380908253,1.3392805310389
74,299,75,300,0,0,1.288671718891116,73.83545067033019,16.97842140622212,15.82775091961163,0.18837606533660814,0.13660565662116403,1.3789770496767513
259,364,260,365,1,1,1.1472399858770668,65.7320092794041,18.88667336641358,17.867835705715034,0.18736638011982754,0.1240089446469239,1.5109102061411281
43,126,44,127,0,0,0.5866631197844754,33.61332075962831,26.08893888087003,25.71641497428534,0.18676048988374858,0.16145280485174673,1.1567497390661037
216,418,217,419,0,0,1.020009828217621,58.44225821873379,21.003198170582962,20.104460275939783,0.18277153783947123,0.17357587312774922,1.0529777816814099
85,333,86,334,0,1,0.9997460299325481,57.28122810009468,21.338122779028666,20.46052237311983,0.18206996750301646,0.1567714785742628,1.1613717568962632
353,477,354,478,1,0,1.4089067705366787,80.72441167915841,16.507248460715857,15.17542815429265,0.17865470997830976,0.14625946424835318,1.2214916203641253
48,146,49,147,0,1,1.5213397296758078,87.16634571599735,15.093693603349376,13.679647349404641,0.17849411766423434,0.14946096378075172,1.194252419822959
0,183,1,184,0,0,1.6252851791865184,93.12198127255125,14.182464998443745,12.67221661305861,0.17485260261693494,0.15881845874447625,1.1009589439364609
54,184,55,185,0,0,0.9310622038466732,53.34593474456349,23.391797155772636,22.555996831232413,0.17164575909873697,0.16512471535488452,1.0394916274637476
79,155,80,156,0,0,1.5255753948853243,87.40903145593305,15.880960723055264,14.38510523574295,0.171142369829294,0.1565971254638185,1.0928832143144043
13,82,14,83,1,0,1.959332018862192,112.26145534565062,10.812607725683831,9.164174439617119,0.1672977884532658,0.10188750962693766,1.6419852547758667
211,394,212,395,1,0,1.8207991995303585,104.32410947388821,12.595694914201866,10.926450950694829,0.1671369876239264,0.12713861848971056,1.3146044027326986
174,178,175,179,0,0,1.7835025342049975,102.1871679608331,13.559865570786819,11.832805034914006,0.16309763726459905,0.08036419813985257,2.0294812993812354
71,396,72,397,0,0,1.2321031824346058,70.59431227814022,20.940859365097864,19.641190955942793,0.16018526685253143,0.12708900794448516,1.2604179499339812
186,221,187,222,0,0,2.571978845841488,147.36353286364584,4.597431632338911,3.4309989443488473,0.15454898637373765,0.15051814127088722,1.0267797959024496
281,342,282,343,0,0,1.670509150379754,95.71312395474487,16.17597840319248,14.359645841272247,0.15377295614013634,0.1294026506327641,1.1883292605538158
2,375,3,376,0,0,1.9565221289766144,112.10046051431051,12.58451451595667,10.671180839101675,0.1533877272438124,0.14620991894804694,1.0490924852938053
430,454,431,455,1,1,1.739436722290794,99.66238291733194,15.562000061180337,13.673001327019472,0.15175926246394247,0.0,inf
17,172,18,173,0,0,1.713879022013196,98.19803455736525,16.216050649159264,14.302965232639954,0.14928593199235948,0.08750292773984607,1.706067852223182
152,168,153,169,0,1,1.6050288106513249,91.96137684722306,17.657391413006245,15.822182622858518,0.14887285689669302,0.0,inf
329,477,330,478,1,1,1.443508621825114,82.70695172132507,19.75702668468081,18.08581932148277,0.14855240840162973,0.14081843156436982,1.0549216231947918
63,195,64,196,1,1,1.2180943379710132,69.79166461452115,22.879676185164065,21.491188196134104,0.14668809495856955,0.1419163664083854,1.033623525397013
123,246,124,247,1,0,1.9368411744655167,110.97282488403566,13.732319521307636,11.684302696408238,0.14665867018858142,0.0,inf
230,400,231,401,1,0,1.6212383022129124,92.89011230175495,18.051545384247998,16.13853626183606,0.14446910101222593,0.1101781880508786,1.3112314112981447
352,512,353,513,0,0,1.6001765600995546,91.6833633694666,18.406769136037642,16.504853708336924,0.14384161303345483,0.12728046971027476,1.1301153536035635
319,434,320,435,0,0,2.5291259226733542,144.9082412263134,6.606473473628194,4.981256878944761,0.14364429012569987,0.08787598600863095,1.6346250739262431
61,421,62,422,1,0,2.0136628280505007,115.37438140967129,13.326043338369495,11.185987470831245,0.1425247317578618,0.0,inf
